PO Created By,PO Create Date,PO Number,Month,Turn around in Days,P Grp,Date order Captured,User order Captured,BOT/MANUAL/SERVICE PROVIDER
MM-BATCH,2025-08-13,8000079905,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
MM-BATCH,2025-08-13,8000079907,August 2025,0,W05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079916,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079930,August 2025,0,G05,2025-08-13,PR2PO-ACK2,BOT
MM-BATCH,2025-08-13,8000079910,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
MM-BATCH,2025-08-13,8000079911,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079914,August 2025,0,G05,2025-08-13,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-13,8000079919,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079926,August 2025,0,G05,2025-08-13,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-13,8000079932,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079923,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079928,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079933,August 2025,0,G05,2025-08-13,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-13,8000079948,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079935,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079936,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079942,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
MM-BATCH,2025-08-13,8000079961,August 2025,0,A14,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079939,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
MM-BATCH,2025-08-13,8000079963,August 2025,0,A14,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079943,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
MM-BATCH,2025-08-13,8000079962,August 2025,0,A14,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079947,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
MM-BATCH,2025-08-13,8000079952,August 2025,0,A14,2025-08-13,PR2PO-ACK2,BOT
MM-BATCH,2025-08-13,8000079954,August 2025,0,A14,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079957,August 2025,0,G05,2025-08-13,PR2PO-ACK2,BOT
MM-BATCH,2025-08-13,8000079968,August 2025,0,W05,2025-08-13,,SERVICE PROVIDER
MM-BATCH,2025-08-13,8000079969,August 2025,0,A14,2025-08-13,,SERVICE PROVIDER
MM-BATCH,2025-08-13,8000079970,August 2025,0,A14,2025-08-13,,SERVICE PROVIDER
MM-BATCH,2025-08-13,8000079971,August 2025,0,A14,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-13,8000079972,August 2025,0,A14,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079974,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079980,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
MM-BATCH,2025-08-13,8000079967,August 2025,0,W05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079973,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079975,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079976,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079977,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079978,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079979,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079984,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079985,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079994,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079981,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079982,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079983,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079986,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079987,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079988,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079990,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079991,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079992,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079993,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079989,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079995,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079996,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079997,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079998,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000079999,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080002,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080004,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080005,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080006,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080007,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080008,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080009,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-13,8000080010,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080011,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080012,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080013,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080014,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080015,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-13,8000080016,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080022,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080000,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080003,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080001,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
MM-BATCH,2025-08-13,8000080017,August 2025,0,A14,2025-08-13,,SERVICE PROVIDER
MM-BATCH,2025-08-13,8000080018,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080019,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080020,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-13,8000080021,August 2025,0,G05,2025-08-13,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080023,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080025,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080028,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080029,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080032,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080043,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080048,August 2025,0,N03,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080050,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080051,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080052,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080053,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080054,August 2025,0,W05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080058,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080060,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080061,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080062,August 2025,0,W05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080065,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080066,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080067,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080069,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080070,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080071,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080073,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080074,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080075,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080078,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080085,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080087,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080088,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080091,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080098,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080099,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080103,August 2025,0,A14,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080104,August 2025,0,A14,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080106,August 2025,0,W05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080108,August 2025,0,A14,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080110,August 2025,0,W05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080111,August 2025,0,W05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080113,August 2025,0,W05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080114,August 2025,0,A14,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080115,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080116,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080117,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080118,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080121,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080122,August 2025,0,W05,2025-08-15,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080024,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080049,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080026,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080036,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080040,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080041,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080027,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080044,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080030,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080055,August 2025,0,N03,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080097,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080031,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080033,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080034,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080035,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080057,August 2025,0,G05,2025-08-20,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080037,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080038,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080039,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080042,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080045,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080046,August 2025,0,A14,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080047,August 2025,0,A14,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080056,August 2025,0,W05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080059,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080063,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080064,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080068,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080072,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080077,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080079,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080083,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080089,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080076,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080082,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080080,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080086,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080090,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080092,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080094,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080095,August 2025,0,G05,2025-08-14,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080081,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080084,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080093,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080096,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080100,August 2025,0,A14,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080105,August 2025,0,A14,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080107,August 2025,0,A14,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080109,August 2025,0,A14,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080101,August 2025,0,A14,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080119,August 2025,0,A14,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080102,August 2025,0,A14,2025-08-14,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080120,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080112,August 2025,0,A14,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080123,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080124,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080127,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080128,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080129,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080132,August 2025,0,W05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080133,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080137,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080142,August 2025,0,G05,2025-08-14,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080144,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-14,8000080151,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-14,8000080152,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-14,8000080154,August 2025,0,W05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-14,8000080155,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-15,8000080157,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080158,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080159,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080162,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080163,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080168,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-15,8000080169,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-15,8000080173,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080174,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080178,August 2025,0,W05,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080180,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080182,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-15,8000080184,August 2025,0,N03,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-15,8000080186,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-15,8000080187,August 2025,0,A14,2025-08-18,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-15,8000080190,August 2025,0,G05,2025-08-18,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-15,8000080194,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080195,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-15,8000080196,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-15,8000080197,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080199,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-15,8000080200,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080201,August 2025,0,W05,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080202,August 2025,0,W05,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080203,August 2025,0,A14,2025-08-18,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080204,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080205,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080206,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080207,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080208,August 2025,0,W05,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080209,August 2025,0,W05,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080210,August 2025,0,W05,2025-08-18,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080211,August 2025,0,W05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-15,8000080212,August 2025,0,W05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-15,8000080214,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080215,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080216,August 2025,0,W05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-15,8000080217,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080218,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080219,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080220,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-15,8000080222,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080223,August 2025,0,G05,2025-08-15,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-15,8000080224,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-15,8000080229,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080232,August 2025,0,A14,2025-08-15,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080233,August 2025,0,W05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-15,8000080234,August 2025,0,W05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080237,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080239,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080241,August 2025,0,G05,2025-08-18,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-15,8000080242,August 2025,0,G05,2025-08-18,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-08-15,8000080243,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080245,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080246,August 2025,0,G05,2025-08-18,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080248,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080249,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080250,August 2025,0,G05,2025-08-18,,SERVICE PROVIDER
PR2PO_BOT2,2025-08-15,8000080251,August 2025,0,A14,2025-08-18,PR2PO-ACK2,BOT
PR2PO_BOT2,2025-08-15,8000080252,August 2025,0,A14,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-15,8000080253,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-15,8000080255,August 2025,0,A14,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-15,8000080260,August 2025,0,A14,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-15,8000080265,August 2025,0,W05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-15,8000080267,August 2025,0,N03,2025-08-18,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080268,August 2025,0,N03,2025-08-18,PR2PO-ACK2,BOT
MM-BATCH,2025-08-15,8000080269,August 2025,0,G05,2025-08-15,,SERVICE PROVIDER
MM-BATCH,2025-08-15,8000080270,August 2025,0,W05,2025-08-15,,SERVICE PROVIDER
PR2PO_BOT4,2025-08-18,8000080287,August 2025,0,G05,2025-08-18,,SERVICE PROVIDER
