PO Created By,PO Create Date,PO Number,Month,Turn around in Days,P Grp,Date order Captured,User order Captured,BOT/MANUAL/SERVICE PROVIDER
NELD7,2025-06-23,4900002349,June 2025,0,I73,2025-06-30,BHENGZM2,MANUAL
NELD7,2025-06-25,4900002350,June 2025,0,I73,2025-07-01,PR2PO-ACK2,BOT
NELD7,2025-06-25,4900002350,June 2025,0,I73,2025-07-01,PR2PO-ACK2,BOT
NELD7,2025-07-01,4900002357,July 2025,0,I73,2025-07-08,PR2PO-ACK2,BOT
NELD7,2025-07-01,4900002358,July 2025,1,I73,2025-07-04,PR2PO-ACK2,BOT
NELD7,2025-07-22,4900002360,July 2025,0,I73,2025-07-23,BHENGZM2,MANUAL
NELD7,2025-07-08,4900002360,July 2025,0,I73,2025-07-08,BHENGZM2,MANUAL
NELD7,2025-07-08,4900002360,July 2025,0,I73,2025-07-10,BHENGZM2,MANUAL
NELD7,2025-08-25,4900002360,August 2025,0,I73,2025-08-25,BHENGZM2,MANUAL
NELD7,2025-07-08,4900002362,July 2025,1,I73,2025-07-09,PR2PO-ACK2,BOT
NELD7,2025-07-08,4900002362,July 2025,1,I73,2025-07-09,PR2PO-ACK2,BOT
NELD7,2025-07-08,4900002362,July 2025,1,I73,2025-07-09,PR2PO-ACK2,BOT
NELD7,2025-07-08,4900002363,July 2025,1,I73,2025-07-15,PR2PO-ACK2,BOT
NELD7,2025-07-10,4900002366,July 2025,0,I73,2025-07-11,PR2PO-ACK2,BOT
NELD7,2025-07-15,4900002367,July 2025,0,I73,2025-07-21,BHENGZM2,MANUAL
NELD7,2025-07-16,4900002369,July 2025,0,I73,2025-07-17,PR2PO-ACK2,BOT
NELD7,2025-07-17,4900002370,July 2025,0,I73,2025-07-17,PR2PO-ACK2,BOT
NELD7,2025-07-17,4900002370,July 2025,0,I73,2025-07-17,PR2PO-ACK2,BOT
NELD7,2025-07-17,4900002372,July 2025,0,I73,2025-07-18,PR2PO-ACK2,BOT
NELD7,2025-07-17,4900002372,July 2025,0,I73,2025-07-18,PR2PO-ACK2,BOT
NELD7,2025-07-17,4900002372,July 2025,0,I73,2025-07-18,PR2PO-ACK2,BOT
BHENGZM2,2025-07-17,4900002373,July 2025,0,I73,2025-07-21,BHENGZM2,MANUAL
BHENGZM2,2025-07-17,4900002373,July 2025,0,I73,2025-07-21,BHENGZM2,MANUAL
BHENGZM2,2025-07-17,4900002373,July 2025,0,I73,2025-07-21,BHENGZM2,MANUAL
NELD7,2025-07-21,4900002374,July 2025,0,I73,2025-07-21,PR2PO-ACK2,BOT
BHENGZM2,2025-07-23,4900002375,July 2025,0,I73,2025-07-23,PR2PO-ACK2,BOT
BHENGZM2,2025-07-23,4900002375,July 2025,0,I73,2025-07-23,PR2PO-ACK2,BOT
NELD7,2025-07-25,4900002378,July 2025,0,I73,2025-07-28,PR2PO-ACK2,BOT
NELD7,2025-07-25,4900002378,July 2025,0,I73,2025-07-28,PR2PO-ACK2,BOT
NELD7,2025-07-25,4900002378,July 2025,0,I73,2025-07-28,PR2PO-ACK2,BOT
NELD7,2025-08-12,4900002378,August 2025,0,I73,2025-08-13,PR2PO-ACK2,BOT
NELD7,2025-08-12,4900002378,August 2025,0,I73,2025-08-13,PR2PO-ACK2,BOT
NELD7,2025-07-28,4900002379,July 2025,0,I73,2025-07-28,PR2PO-ACK2,BOT
NELD7,2025-07-31,4900002382,July 2025,0,I73,2025-07-31,PR2PO-ACK2,BOT
NELD7,2025-08-04,4900002384,August 2025,0,I73,2025-08-04,PR2PO-ACK2,BOT
NELD7,2025-08-04,4900002385,August 2025,0,I73,2025-08-05,PR2PO-ACK2,BOT
NELD7,2025-08-19,4900002391,August 2025,1,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-19,4900002391,August 2025,1,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-19,4900002391,August 2025,1,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-19,4900002392,August 2025,1,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-19,4900002392,August 2025,1,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-26,4900002397,August 2025,0,I73,2025-08-27,PR2PO-ACK2,BOT
NELD7,2025-08-26,4900002397,August 2025,0,I73,2025-08-27,PR2PO-ACK2,BOT
NELD7,2025-08-27,4900002398,August 2025,0,I73,2025-08-27,PR2PO-ACK2,BOT
NELD7,2025-06-23,4900002349,June 2025,0,I73,2025-06-30,BHENGZM2,MANUAL
NELD7,2025-06-23,4900002349,June 2025,0,I73,2025-06-30,BHENGZM2,MANUAL
NELD7,2025-06-23,4900002349,June 2025,0,I73,2025-06-30,BHENGZM2,MANUAL
NELD7,2025-06-25,4900002351,June 2025,0,I73,2025-06-25,PR2PO-ACK2,BOT
NELD7,2025-06-25,4900002353,June 2025,0,I73,2025-06-26,PR2PO-ACK2,BOT
NELD7,2025-06-26,4900002354,June 2025,0,I73,2025-07-02,PR2PO-ACK2,BOT
NELD7,2025-06-26,4900002354,June 2025,0,I73,2025-07-02,PR2PO-ACK2,BOT
NELD7,2025-06-26,4900002355,June 2025,0,I73,2025-07-02,PR2PO-ACK2,BOT
NELD7,2025-06-26,4900002355,June 2025,0,I73,2025-07-02,PR2PO-ACK2,BOT
NELD7,2025-06-27,4900002356,June 2025,0,I73,2025-06-30,PR2PO-ACK2,BOT
NELD7,2025-06-27,4900002356,June 2025,0,I73,2025-06-30,PR2PO-ACK2,BOT
NELD7,2025-07-02,4900002359,July 2025,0,I73,2025-07-02,PR2PO-ACK2,BOT
NELD7,2025-07-03,4900002360,July 2025,0,I73,2025-07-09,BHENGZM2,MANUAL
NELD7,2025-07-03,4900002360,July 2025,0,I73,2025-07-09,BHENGZM2,MANUAL
NELD7,2025-07-08,4900002360,July 2025,0,I73,2025-07-08,BHENGZM2,MANUAL
NELD7,2025-07-08,4900002360,July 2025,0,I73,2025-07-08,BHENGZM2,MANUAL
NELD7,2025-08-22,4900002360,August 2025,0,I73,2025-08-22,BHENGZM2,MANUAL
NELD7,2025-08-25,4900002360,August 2025,0,I73,2025-08-25,BHENGZM2,MANUAL
NELD7,2025-08-25,4900002360,August 2025,0,I73,2025-08-25,BHENGZM2,MANUAL
NELD7,2025-08-25,4900002360,August 2025,0,I73,2025-08-25,BHENGZM2,MANUAL
NELD7,2025-08-25,4900002360,August 2025,0,I73,2025-08-25,BHENGZM2,MANUAL
NELD7,2025-07-08,4900002362,July 2025,1,I73,2025-07-09,PR2PO-ACK2,BOT
NELD7,2025-07-08,4900002362,July 2025,1,I73,2025-07-09,PR2PO-ACK2,BOT
NELD7,2025-07-08,4900002362,July 2025,1,I73,2025-07-09,PR2PO-ACK2,BOT
NELD7,2025-07-08,4900002362,July 2025,1,I73,2025-07-09,PR2PO-ACK2,BOT
NELD7,2025-07-08,4900002362,July 2025,1,I73,2025-07-09,PR2PO-ACK2,BOT
NELD7,2025-07-08,4900002363,July 2025,1,I73,2025-07-15,PR2PO-ACK2,BOT
NELD7,2025-07-08,4900002363,July 2025,1,I73,2025-07-15,PR2PO-ACK2,BOT
NELD7,2025-07-08,4900002363,July 2025,1,I73,2025-07-15,PR2PO-ACK2,BOT
NELD7,2025-07-09,4900002364,July 2025,0,I73,2025-07-09,PR2PO-ACK2,BOT
NELD7,2025-07-16,4900002365,July 2025,0,I73,2025-07-16,PR2PO-ACK2,BOT
NELD7,2025-07-09,4900002366,July 2025,0,I73,2025-07-11,PR2PO-ACK2,BOT
NELD7,2025-07-09,4900002366,July 2025,0,I73,2025-07-11,PR2PO-ACK2,BOT
NELD7,2025-07-09,4900002366,July 2025,0,I73,2025-07-11,PR2PO-ACK2,BOT
NELD7,2025-07-09,4900002366,July 2025,0,I73,2025-07-11,PR2PO-ACK2,BOT
NELD7,2025-07-09,4900002366,July 2025,0,I73,2025-07-11,PR2PO-ACK2,BOT
NELD7,2025-07-09,4900002366,July 2025,0,I73,2025-07-11,PR2PO-ACK2,BOT
NELD7,2025-07-09,4900002366,July 2025,0,I73,2025-07-11,PR2PO-ACK2,BOT
NELD7,2025-07-09,4900002366,July 2025,0,I73,2025-07-11,PR2PO-ACK2,BOT
NELD7,2025-07-09,4900002366,July 2025,0,I73,2025-07-11,PR2PO-ACK2,BOT
NELD7,2025-07-09,4900002366,July 2025,0,I73,2025-07-11,PR2PO-ACK2,BOT
NELD7,2025-07-09,4900002366,July 2025,0,I73,2025-07-11,PR2PO-ACK2,BOT
NELD7,2025-07-10,4900002366,July 2025,0,I73,2025-07-11,PR2PO-ACK2,BOT
NELD7,2025-07-16,4900002368,July 2025,0,I73,2025-07-21,BHENGZM2,MANUAL
BHENGZM2,2025-07-23,4900002376,July 2025,0,I73,2025-07-23,PR2PO-ACK2,BOT
NELD7,2025-07-25,4900002378,July 2025,0,I73,2025-07-28,PR2PO-ACK2,BOT
NELD7,2025-07-25,4900002378,July 2025,0,I73,2025-07-28,PR2PO-ACK2,BOT
NELD7,2025-07-25,4900002378,July 2025,0,I73,2025-07-28,PR2PO-ACK2,BOT
NELD7,2025-07-30,4900002380,July 2025,0,I73,2025-07-31,PR2PO-ACK2,BOT
NELD7,2025-07-30,4900002380,July 2025,0,I73,2025-07-31,PR2PO-ACK2,BOT
NELD7,2025-07-31,4900002381,July 2025,0,I73,2025-08-13,PR2PO-ACK2,BOT
NELD7,2025-08-12,4900002381,August 2025,0,I73,2025-08-13,PR2PO-ACK2,BOT
NELD7,2025-08-01,4900002383,August 2025,0,I73,2025-08-04,PR2PO-ACK2,BOT
NELD7,2025-08-05,4900002386,August 2025,1,I73,2025-08-06,PR2PO-ACK2,BOT
NELD7,2025-08-11,4900002388,August 2025,0,I73,2025-08-12,PR2PO-ACK2,BOT
NELD7,2025-08-14,4900002389,August 2025,0,I73,2025-08-18,PR2PO-ACK2,BOT
NELD7,2025-08-14,4900002389,August 2025,0,I73,2025-08-18,PR2PO-ACK2,BOT
NELD7,2025-08-14,4900002389,August 2025,0,I73,2025-08-18,PR2PO-ACK2,BOT
NELD7,2025-08-14,4900002389,August 2025,0,I73,2025-08-18,PR2PO-ACK2,BOT
NELD7,2025-08-14,4900002389,August 2025,0,I73,2025-08-18,PR2PO-ACK2,BOT
NELD7,2025-08-14,4900002389,August 2025,0,I73,2025-08-18,PR2PO-ACK2,BOT
NELD7,2025-08-18,4900002390,August 2025,0,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-18,4900002390,August 2025,0,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-18,4900002390,August 2025,0,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-18,4900002390,August 2025,0,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-18,4900002390,August 2025,0,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-18,4900002390,August 2025,0,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-18,4900002390,August 2025,0,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-18,4900002390,August 2025,0,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-18,4900002390,August 2025,0,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-18,4900002390,August 2025,0,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-18,4900002390,August 2025,0,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-19,4900002391,August 2025,1,I73,2025-08-20,PR2PO-ACK2,BOT
NELD7,2025-08-22,4900002393,August 2025,0,I73,2025-08-25,PR2PO-ACK2,BOT
NELD7,2025-08-22,4900002394,August 2025,0,I73,2025-08-22,PR2PO-ACK2,BOT
NELD7,2025-08-26,4900002395,August 2025,0,I73,2025-08-27,PR2PO-ACK2,BOT
NELD7,2025-08-26,4900002396,August 2025,0,I73,2025-08-26,PR2PO-ACK2,BOT
NELD7,2025-08-26,4900002396,August 2025,0,I73,2025-08-26,PR2PO-ACK2,BOT
NELD7,2025-08-27,4900002398,August 2025,0,I73,2025-08-27,PR2PO-ACK2,BOT
NELD7,2025-08-27,4900002398,August 2025,0,I73,2025-08-27,PR2PO-ACK2,BOT
NELD7,2025-08-27,4900002398,August 2025,0,I73,2025-08-27,PR2PO-ACK2,BOT
NELD7,2025-08-27,4900002398,August 2025,0,I73,2025-08-27,PR2PO-ACK2,BOT
NELD7,2025-08-27,4900002398,August 2025,0,I73,2025-08-27,PR2PO-ACK2,BOT
NELD7,2025-08-27,4900002398,August 2025,0,I73,2025-08-27,PR2PO-ACK2,BOT
NELD7,2025-08-27,4900002398,August 2025,0,I73,2025-08-27,PR2PO-ACK2,BOT
NELD7,2025-08-29,4900002400,August 2025,0,I73,2025-09-01,PR2PO-ACK2,BOT
NELD7,2025-08-29,4900002400,August 2025,0,I73,2025-09-01,PR2PO-ACK2,BOT
NELD7,2025-08-29,4900002401,August 2025,0,I73,2025-09-04,PR2PO-ACK2,BOT
NELD7,2025-08-29,4900002401,August 2025,0,I73,2025-09-04,PR2PO-ACK2,BOT
NELD7,2025-08-29,4900002401,August 2025,0,I73,2025-09-04,PR2PO-ACK2,BOT
NELD7,2025-08-29,4900002401,August 2025,0,I73,2025-09-04,PR2PO-ACK2,BOT
NELD7,2025-08-29,4900002401,August 2025,0,I73,2025-09-04,PR2PO-ACK2,BOT
NELD7,2025-09-01,4900002402,September 2025,0,I73,2025-09-02,PR2PO-ACK2,BOT
NELD7,2025-09-01,4900002402,September 2025,0,I73,2025-09-02,PR2PO-ACK2,BOT
NELD7,2025-09-01,4900002403,September 2025,1,I73,2025-09-03,PR2PO-ACK2,BOT
NELD7,2025-09-01,4900002403,September 2025,1,I73,2025-09-03,PR2PO-ACK2,BOT
NELD7,2025-09-01,4900002404,September 2025,1,I73,2025-09-02,PR2PO-ACK2,BOT
NELD7,2025-09-03,4900002407,September 2025,0,I73,2025-09-03,PR2PO-ACK2,BOT
NELD7,2025-09-03,4900002407,September 2025,0,I73,2025-09-03,PR2PO-ACK2,BOT
NELD7,2025-09-03,4900002408,September 2025,0,I73,2025-09-03,PR2PO-ACK2,BOT
NELD7,2025-09-04,4900002409,September 2025,0,I73,2025-09-05,PR2PO-ACK2,BOT
NELD7,2025-09-10,4900002415,September 2025,0,I73,2025-09-11,PR2PO-ACK2,BOT
NELD7,2025-08-28,4900002399,August 2025,0,I73,2025-08-28,PR2PO-ACK2,BOT
NELD7,2025-08-28,4900002399,August 2025,0,I73,2025-08-28,PR2PO-ACK2,BOT
NELD7,2025-08-28,4900002399,August 2025,0,I73,2025-08-28,PR2PO-ACK2,BOT
NELD7,2025-09-02,4900002405,September 2025,0,I73,2025-09-02,PR2PO-ACK2,BOT
NELD7,2025-09-02,4900002405,September 2025,0,I73,2025-09-02,PR2PO-ACK2,BOT
NELD7,2025-09-02,4900002405,September 2025,0,I73,2025-09-02,PR2PO-ACK2,BOT
NELD7,2025-09-02,4900002405,September 2025,0,I73,2025-09-02,PR2PO-ACK2,BOT
NELD7,2025-09-02,4900002406,September 2025,0,I73,2025-09-03,PR2PO-ACK2,BOT
NELD7,2025-09-10,4900002407,September 2025,0,I73,2025-09-11,PR2PO-ACK2,BOT
MM-BATCH,2025-09-05,4900002410,September 2025,0,E02,2025-09-08,PR2PO-ACK2,BOT
MM-BATCH,2025-09-05,4900002410,September 2025,0,E02,2025-09-08,PR2PO-ACK2,BOT
MM-BATCH,2025-09-05,4900002410,September 2025,0,E02,2025-09-08,PR2PO-ACK2,BOT
MM-BATCH,2025-09-05,4900002410,September 2025,0,E02,2025-09-08,PR2PO-ACK2,BOT
NELD7,2025-09-05,4900002411,September 2025,0,I73,2025-09-05,PR2PO-ACK2,BOT
NELD7,2025-09-05,4900002411,September 2025,0,I73,2025-09-05,PR2PO-ACK2,BOT
NELD7,2025-09-05,4900002411,September 2025,0,I73,2025-09-05,PR2PO-ACK2,BOT
NELD7,2025-09-05,4900002411,September 2025,0,I73,2025-09-05,PR2PO-ACK2,BOT
MM-BATCH,2025-09-09,4900002413,September 2025,0,E02,2025-09-09,PR2PO-ACK2,BOT
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-15,4900002414,September 2025,0,I73,2025-09-15,BHENGZM2,MANUAL
MM-BATCH,2025-09-05,4900002412,September 2025,0,E02,2025-09-11,PR2PO-ACK2,BOT
MM-BATCH,2025-09-05,4900002412,September 2025,0,E02,2025-09-11,PR2PO-ACK2,BOT
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-15,4900002414,September 2025,0,I73,2025-09-15,BHENGZM2,MANUAL
NELD7,2025-09-15,4900002414,September 2025,0,I73,2025-09-15,BHENGZM2,MANUAL
NELD7,2025-09-19,4900002414,September 2025,0,I73,2025-09-19,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-15,4900002414,September 2025,0,I73,2025-09-15,BHENGZM2,MANUAL
NELD7,2025-09-15,4900002414,September 2025,0,I73,2025-09-15,BHENGZM2,MANUAL
NELD7,2025-09-18,4900002414,September 2025,0,I73,2025-09-18,BHENGZM2,MANUAL
NELD7,2025-09-15,4900002414,September 2025,0,I73,2025-09-15,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-10,4900002414,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-30,4900002416,September 2025,0,I73,2025-10-02,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-11,4900002416,September 2025,0,I73,2025-09-12,BHENGZM2,MANUAL
NELD7,2025-09-16,4900002419,September 2025,0,I73,2025-09-17,PR2PO-ACK2,BOT
NELD7,2025-09-16,4900002419,September 2025,0,I73,2025-09-17,PR2PO-ACK2,BOT
NELD7,2025-09-16,4900002419,September 2025,0,I73,2025-09-17,PR2PO-ACK2,BOT
NELD7,2025-09-16,4900002419,September 2025,0,I73,2025-09-17,PR2PO-ACK2,BOT
MM-BATCH,2025-09-16,4900002420,September 2025,0,E02,2025-09-17,PR2PO-ACK2,BOT
MM-BATCH,2025-09-17,4900002422,September 2025,0,E02,2025-09-18,PR2PO-ACK2,BOT
MM-BATCH,2025-09-17,4900002422,September 2025,0,E02,2025-09-18,PR2PO-ACK2,BOT
MM-BATCH,2025-09-18,4900002424,September 2025,0,E02,2025-09-22,PR2PO-ACK2,BOT
MM-BATCH,2025-09-19,4900002425,September 2025,0,E02,2025-09-26,BHENGZM2,MANUAL
MM-BATCH,2025-09-26,4900002425,September 2025,0,E02,2025-09-26,BHENGZM2,MANUAL
MM-BATCH,2025-09-22,4900002426,September 2025,0,E02,2025-09-26,PR2PO-ACK2,BOT
MM-BATCH,2025-09-22,4900002426,September 2025,0,E02,2025-09-26,PR2PO-ACK2,BOT
MM-BATCH,2025-09-30,4900002427,September 2025,0,E02,2025-10-02,PR2PO-ACK2,BOT
MM-BATCH,2025-09-30,4900002428,September 2025,0,E02,2025-10-02,PR2PO-ACK2,BOT
NELD7,2025-09-30,4900002429,September 2025,0,I73,2025-10-01,PR2PO-ACK2,BOT
MM-BATCH,2025-09-15,4900002417,September 2025,0,E02,2025-09-16,BHENGZM2,MANUAL
MM-BATCH,2025-09-15,4900002417,September 2025,0,E02,2025-09-16,BHENGZM2,MANUAL
MM-BATCH,2025-09-15,4900002417,September 2025,0,E02,2025-09-16,BHENGZM2,MANUAL
MM-BATCH,2025-09-15,4900002417,September 2025,0,E02,2025-09-16,BHENGZM2,MANUAL
MM-BATCH,2025-09-16,4900002418,September 2025,0,E02,2025-09-18,PR2PO-ACK2,BOT
NELD7,2025-09-17,4900002421,September 2025,0,I73,2025-09-18,PR2PO-ACK2,BOT
NELD7,2025-09-17,4900002421,September 2025,0,I73,2025-09-18,PR2PO-ACK2,BOT
NELD7,2025-09-17,4900002421,September 2025,0,I73,2025-09-18,PR2PO-ACK2,BOT
NELD7,2025-09-17,4900002421,September 2025,0,I73,2025-09-18,PR2PO-ACK2,BOT
MM-BATCH,2025-09-17,4900002423,September 2025,0,E02,2025-09-18,PR2PO-ACK2,BOT
MM-BATCH,2025-09-17,4900002423,September 2025,0,E02,2025-09-18,PR2PO-ACK2,BOT
MM-BATCH,2025-09-19,4900002425,September 2025,0,E02,2025-09-26,BHENGZM2,MANUAL
MM-BATCH,2025-09-22,4900002426,September 2025,0,E02,2025-09-26,PR2PO-ACK2,BOT
MM-BATCH,2025-09-30,4900002428,September 2025,0,E02,2025-10-02,PR2PO-ACK2,BOT
MM-BATCH,2025-09-30,4900002428,September 2025,0,E02,2025-10-02,PR2PO-ACK2,BOT
NELD7,2025-09-30,4900002429,September 2025,0,I73,2025-10-01,PR2PO-ACK2,BOT
NELD7,2025-09-30,4900002429,September 2025,0,I73,2025-10-01,PR2PO-ACK2,BOT
NELD7,2025-09-30,4900002429,September 2025,0,I73,2025-10-01,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-04-01,8000068788,April 2025,0,G05,2025-04-01,,SERVICE PROVIDER
PR2PO_BOT4,2025-04-01,8000068789,April 2025,0,G05,2025-04-01,,SERVICE PROVIDER
PR2PO_BOT4,2025-04-01,8000068791,April 2025,0,G05,2025-04-01,,SERVICE PROVIDER
PR2PO_BOT4,2025-04-01,8000068792,April 2025,0,G05,2025-04-01,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-04-01,8000068794,April 2025,0,G05,2025-04-01,PR2PO-ACK2,BOT
PR2PO_BOT4,2025-04-01,8000068795,April 2025,0,G05,2025-04-01,,SERVICE PROVIDER
